map name       source         band [mu]      glon           glat           ra             dec            distance ["]   
330.728+0.19   1              250            330.6968       0.1903         241.7554       -51.8134       0.00           
330.728+0.19   1              350            330.6974       0.1909         241.7554       -51.8126       3.05           
330.733-0.35   1              250            330.7407       -0.4020        242.4569       -52.2213       0.00           
330.733-0.35   1              350            330.7410       -0.4034        242.4588       -52.2221       5.15           
330.785+0.23   1              250            330.7661       0.2146         241.8121       -51.7489       0.00           
330.785+0.23   1              350            330.7670       0.2157         241.8120       -51.7475       5.12           
330.798-0.25   1              250            330.7415       -0.3422        242.3918       -52.1768       0.00           
330.798-0.25   1              350            330.7415       -0.3420        242.3916       -52.1766       0.72           
330.798-0.25   2              250            330.7270       -0.3183        242.3480       -52.1690       0.00           
330.798-0.25   2              350            330.7273       -0.3175        242.3475       -52.1682       3.08           
330.798-0.25   3              250            330.7873       -0.3227        242.4252       -52.1314       0.00           
