-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
53.876-0.175       1        59.1130        184.668       0.842881        16.8749        1.94762         1.87179         4.95000          53.9102     -0.179900       292.943       18.4934
53.975-0.172       1        10.2164        128.156       0.654267        23.8393        3.46620         2.92521         4.94000          54.0014     -0.169700       292.980       18.5782
54.065-0.017       2        352.541        3471.75       0.502841        21.3924        2.87832       0.0979680         3.43000          53.9589     0.0319000       292.772       18.6380
54.065-0.017       3        85.6124        1446.83       0.529320        23.7845        3.50958         1.27184         3.43000          54.0934    -0.0687000       292.933       18.7074
54.065-0.017       4        113.699        1782.25       0.599812        24.2559        3.81108        0.107603         3.43000          54.0855    -0.0514000       292.913       18.7089
54.065-0.017       5        83.0779        1013.71       0.524683        21.0223        2.74419        0.220422         3.43000          54.0963    -0.0595000       292.926       18.7145
54.065-0.017       6        340.495        2939.90       0.599812        21.3788        2.79940        0.672674         3.43000          54.1102    -0.0813000       292.953       18.7161
54.117-0.071       1        633.569        3563.13       0.473551        19.5895        2.26245         1.66345         4.12000          54.1102    -0.0812000       292.953       18.7162
54.147-0.099       3        222.486        348.843       0.643454        15.2463        1.35970        0.195405         3.95000          54.2123     -0.114500       293.036       18.7896
54.35-0.048       1        10.4890        181.141       0.398219        24.8267        3.82157         2.16441         3.22000          54.3613    -0.0494000       293.052       18.9515
54.35-0.048       2        5.46890        146.168       0.480819        29.3015        5.48009         5.39702         3.22000          54.3571    -0.0337000       293.035       18.9554
54.368-0.016       3        36.7694        637.652       0.539490        24.8390        4.07168       0.0140551         3.22000          54.3766    -0.0305000       293.042       18.9740
54.368-0.016       4        258.665        1018.73       0.563089        17.6209        2.04105        0.726293         3.22000          54.3891    -0.0333000       293.051       18.9836
54.424+0.944       1        38.0344        2.90578       0.134020        10.6482       0.610030         2.21939        0.870000          54.3914      0.929100       292.158       19.4478
54.424+0.944       2        4.12617        105.124       0.152139        27.2184        4.82588        0.632449        0.870000          54.4257      0.993000       292.116       19.5084
54.424+0.944       3        2.45455        4.34729       0.123088        15.7455        1.47780       0.0426490        0.870000          54.4960      0.920200       292.220       19.5353
54.424+0.944       4        41.7500        126.372       0.148467        17.2083        1.74516        0.466527        0.870000          54.4522       1.01650       292.108       19.5429
54.424+0.944       5        3.95615        53.9596       0.142017        23.1400        3.32450        0.882734        0.870000          54.5228      0.919300       292.234       19.5584
54.563+0.948       1        30.8307        43.9713       0.487894        15.1538        1.34993        0.115182         2.79000          54.5368      0.939800       292.222       19.5806
54.563+0.948       2        53.0425        39.2422       0.487894        13.6881        1.09156       0.0669769         2.79000          54.5347      0.958800       292.203       19.5878
55.143-0.29       1        119.405        220.198       0.839387        15.9129        1.43579         1.63565         4.80000          55.0694     -0.340500       293.685       19.4303
55.143-0.29       2        1054.67        692.121       0.839387        13.6980        1.04706         1.26393         4.80000          55.1454     -0.288300       293.675       19.5220
55.143-0.29       3        702.635        7394.29       0.660386        21.7647        2.92164        0.577450         4.80000          55.1579     -0.299100       293.692       19.5277
55.143-0.29       4        122.482        692.439       0.742188        18.8705        2.22610     0.000605760         4.80000          55.1758     -0.308400       293.710       19.5389
